3
2000 896 1344
-0.038317 -0.0721301 0.225312 
-0.0400889 -0.0295122 0.05919 
-0.07126979999999999 -0.058608 0.292498 
0.08383699999999999 0.0184366 0.253998 
-0.030404 -0.026871 -0.0267779 
-0.0825758 0.0312633 0.29738 
-0.0288027 -0.0348917 0.0410576 
-0.0669753 -0.0369438 0.206352 
0.0183152 0.000928171 0.136351 
-0.0721306 0.0393827 0.0923736 
0.00210788 -0.0436314 0.0610585 
-0.0241891 -0.0189847 0.3663 
-0.014426 -0.0729404 0.216557 
0.0366232 -0.063225 0.202995 
-0.0675592 -0.029162 0.175712 
-0.00673404 0.00108551 0.0401145 
-0.0488932 0.07740130000000001 0.153364 
0.0261463 -0.08140849999999999 0.248299 
0.00648325 0.00259033 0.139119 
0.0418737 0.0799899 0.054984 
0.0337372 -0.0317694 0.00613589 
-0.00487034 0.00872119 0.332855 
-0.0539987 0.0678864 0.0487501 
-0.0269547 0.00731647 0.315928 
-0.07523580000000001 0.00376128 0.150669 
-0.0552515 0.0598134 0.0662466 
0.06302820000000001 0.06500350000000001 0.176142 
0.0105871 0.09315710000000001 0.195188 
-0.00978472 0.00267228 0.326081 
-0.0680177 0.0453116 0.0657358 
0.0140512 0.0874723 0.09743549999999999 
0.0518477 -0.0586514 0.19793 
-0.06512569999999999 0.0423834 0.0812618 
0.011773 -0.0494582 0.0663497 
-0.0530155 0.06514349999999999 0.0204675 
0.0704766 0.0368818 0.132959 
-0.0348646 0.0102879   0.36 
-0.0535301 -0.0281655 0.102024 
-0.0690683 0.0548857 0.150699 
0.00236808 -0.00638866 0.328207 
-0.0255398 -0.0586383 0.129767 
0.0629797 0.0608141 0.251639 
-0.0798387 0.0292817 0.234625 
0.00298203 -0.009343209999999999 0.114333 
0.009400739999999999 0.0245843 0.326254 
0.0617143 0.0684469 0.226786 
-0.0569749 -0.0682287 0.318223 
0.0052319 0.008636939999999999 0.0378025 
-0.0249221 0.0100689 0.0416554 
0.0471995 -0.0341572 0.09988470000000001 
-0.059209 -0.0331176 0.146871 
0.0662599 0.0518053 0.0750049 
-0.06271359999999999 0.0620913 0.275353 
-0.00411112 -0.0608539 0.120142 
-0.0340326 0.0794036 0.0603648 
-0.00881842 0.00466072 0.149355 
-0.0157495 0.026797 0.344274 
-0.0197353 0.00448472   0.08 
-0.0416074 -0.06756429999999999 0.209557 
-0.0130432 -0.072226 0.178541 
0.0621897 0.06495869999999999 0.156127 
0.0217567 -0.0495102 0.1037 
-0.009381159999999999 -0.00268056 0.233559 
-0.0536219 -0.0364527 0.106627 
0.0702416 -0.0568423 0.272159 
0.06567099999999999 0.0559721 0.223625 
-0.0229647 0.0843367 0.0311029 
0.0566122 0.0606862 0.104309 
-0.08509799999999999 0.0273493 0.229048 
0.00778101 0.0064584 0.0405608 
0.0355645 0.00169538 -0.013402 
-0.08623699999999999 0.0209968 0.226073 
0.0290433 -0.058564 0.157591 
0.0165187 0.0872822 0.265662 
-0.06305479999999999 0.0275675 0.0435407 
0.0208367 -0.0187428 -0.047557 
0.0431709 -0.07423680000000001 0.248618 
-0.0783121 0.034436 0.23829 
0.074597 0.0401637 0.216152 
-0.027608 -0.0143351   0.02 
-0.0474196 -0.0359265 0.11008 
0.0131265 -0.0758904 0.201908 
0.00801134 -0.00622807 0.34132 
-0.0154571 0.09246169999999999 0.231065 
0.0165649 -0.0600806 0.147318 
-0.0169966 0.0165691 0.331192 
0.031011 0.0881184 0.224203 
0.0437218 0.0786263 0.0550703 
-0.0331933 -0.0539407 0.12227 
-0.0348993 -0.0510842 0.137977 
-0.0141939 -0.0344604 0.0408883 
-0.0324135 -0.00445169 -0.0231357 
-0.0563652 -0.0340411 0.109397 
-0.0204323 -0.00123914   0.37 
