2024-06-17 11:16:01,428 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-06-17 11:16:01,476 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-06-17 11:16:01,477 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-06-17 11:16:01,478 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-06-17 11:16:01,485 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-06-17 11:16:01,486 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-06-17 11:16:01,486 INFO  SwAddin.cs: 201 - Setting up command manager
2024-06-17 11:16:01,487 INFO  SwAddin.cs: 204 - Adding command manager
2024-06-17 11:16:01,499 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-06-17 11:16:01,500 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-06-17 11:16:01,500 INFO  SwAddin.cs: 210 - Adding event handlers
2024-06-17 11:16:01,612 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-06-17 11:30:19,836 INFO  SwAddin.cs: 294 - Assembly export called for file upper_without_brace.SLDASM
2024-06-17 11:30:21,599 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-17 11:30:22,165 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-17 11:30:22,174 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from upper_without_brace.SLDASM
2024-06-17 11:30:22,198 INFO  ExportHelperExtension.cs: 1136 - Found 41 in upper_without_brace.SLDASM
2024-06-17 11:30:22,199 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in upper_without_brace.SLDASM
2024-06-17 11:30:22,199 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-17 11:30:22,200 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-06-17 11:30:22,201 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base_link-1
2024-06-17 11:30:22,201 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Base_link-1
2024-06-17 11:30:22,201 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base_link-1
2024-06-17 11:30:22,202 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link2-1
2024-06-17 11:30:22,202 INFO  ExportHelperExtension.cs: 1136 - Found 73 in Link2-1
2024-06-17 11:30:22,202 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link2-1
2024-06-17 11:30:22,203 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-1
2024-06-17 11:30:22,203 INFO  ExportHelperExtension.cs: 1136 - Found 205 in Link1-1
2024-06-17 11:30:22,204 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-1
2024-06-17 11:30:22,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from upper_without_brace.SLDASM
2024-06-17 11:30:22,205 INFO  ExportHelperExtension.cs: 1136 - Found 41 in upper_without_brace.SLDASM
2024-06-17 11:30:22,205 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in upper_without_brace.SLDASM
2024-06-17 11:30:22,205 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-17 11:30:22,205 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-06-17 11:30:22,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Base_link-1
2024-06-17 11:30:22,206 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Base_link-1
2024-06-17 11:30:22,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Base_link-1
2024-06-17 11:30:22,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link2-1
2024-06-17 11:30:22,207 INFO  ExportHelperExtension.cs: 1136 - Found 73 in Link2-1
2024-06-17 11:30:22,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link2-1
2024-06-17 11:30:22,207 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link1-1
2024-06-17 11:30:22,208 INFO  ExportHelperExtension.cs: 1136 - Found 205 in Link1-1
2024-06-17 11:30:22,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link1-1
2024-06-17 11:30:22,421 INFO  SwAddin.cs: 339 - Loading config tree
2024-06-17 11:30:22,427 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
